Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
14,0.5,0.45,36,0.475859,37,0.523296,36.50890655,154,0.461324,155,0.514107,154.7327359,118,118.2238294
15,0.5,0.45,42,0.490574,43,0.539161,42.19400251,181,0.494253,182,0.5376,181.1325813,139,138.9385788
16,0.5,0.45,32,0.485904,33,0.505142,32.7327165,154,0.493967,155,0.557214,154.0953879,122,121.3626714
17,0.5,0.45,40,0.476744,41,0.555233,40.2962963,165,0.461634,166,0.504224,165.9008218,125,125.6045255
18,0.5,0.45,31,0.467095,32,0.52524,31.5659128,156,0.441755,157,0.512618,156.8219381,125,125.2560253
19,0.5,0.45,34,0.478976,35,0.530193,34.4104887,166,0.430931,167,0.500388,166.9944138,132,132.5839251
0,0.5,0.5,34,0.460209,35,0.505892,34.87102423,168,0.471761,169,0.512799,168.6881183,134,133.8170941
1,0.5,0.5,39,0.460297,40,0.523058,39.63260624,172,0.496049,173,0.525312,172.1350169,133,132.5024107
2,0.5,0.5,37,0.4609,38,0.525705,37.60334851,189,0.478171,190,0.525876,189.4575831,152,151.8542346
3,0.5,0.5,43,0.470633,44,0.531199,43.484876,179,0.457478,180,0.519231,179.6885819,136,136.2037059
4,0.5,0.5,36,0.482416,37,0.509384,36.65203204,177,0.482548,178,0.544349,177.2823903,141,140.6303582
5,0.5,0.5,37,0.478926,38,0.524648,37.46091597,172,0.49357,173,0.501161,172.8470557,135,135.3861398
6,0.5,0.5,37,0.487537,38,0.515029,37.45333188,168,0.468891,169,0.508052,168.7943873,131,131.3410554
7,0.5,0.5,32,0.453349,33,0.518293,32.71832656,173,0.497748,174,0.528955,173.0721633,141,140.3538367
8,0.5,0.5,39,0.452692,40,0.501412,39.97101806,190,0.479167,191,0.516016,190.5653613,151,150.5943433
9,0.5,0.5,50,0.479606,51,0.542164,50.32600147,192,0.498035,193,0.540462,192.0463148,142,141.7203134
