Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
22,0.025,8,0.418651,9,0.588521,8.478889739,26,0.447739,27,0.605439,26.33139505,18,17.85250531
23,0.025,8,0.464844,9,0.58159,8.301132373,24,0.317546,25,0.503553,24.98089857,16,16.6797662
24,0.025,8,0.372012,9,0.5585,8.686306894,24,0.395543,25,0.595262,24.52301984,16,15.83671295
25,0.025,8,0.470428,9,0.624865,8.191482611,24,0.416499,25,0.617788,24.41483141,16,16.2233488
26,0.025,8,0.435419,9,0.61846,8.352822592,27,0.42913,28,0.556107,27.55813258,19,19.20530998
27,0.025,8,0.457187,9,0.62581,8.253897748,25,0.353597,26,0.531411,25.82334912,17,17.56945137
28,0.025,8,0.417703,9,0.547889,8.632149386,24,0.333333,25,0.5,25,16,16.36785061
29,0.025,8,0.382979,9,0.568309,8.63141963,27,0.4613,28,0.634321,27.22367227,19,18.59225264
30,0.025,8,0.394,9,0.627421,8.454115097,26,0.386293,27,0.53988,26.74034261,18,18.28622751
31,0.025,8,0.412953,9,0.570594,8.552185028,26,0.481095,27,0.635276,26.12261563,18,17.5704306
32,0.025,8,0.436034,9,0.619748,8.348182501,27,0.360019,28,0.529814,27.82441179,19,19.47622929
33,0.025,8,0.392086,9,0.547161,8.695882637,27,0.471202,28,0.674228,27.1418439,19,18.44596126
34,0.025,8,0.451098,9,0.614228,8.299773187,26,0.361842,27,0.504965,26.96530956,18,18.66553637
35,0.025,8,0.444666,9,0.635922,8.289319028,26,0.452958,27,0.622316,26.27776662,18,17.9884476
36,0.025,8,0.460899,9,0.612626,8.257706275,26,0.374601,27,0.556794,26.68827562,18,18.43056934
37,0.025,8,0.473846,9,0.684261,8.124297222,24,0.380488,25,0.569887,24.6310065,16,16.50670928
38,0.025,8,0.476517,9,0.652502,8.133437509,27,0.446875,28,0.619189,27.30830345,19,19.17486594
39,0.025,8,0.425631,9,0.617195,8.388220125,27,0.382957,28,0.528386,27.80481197,19,19.41659185
40,0.025,8,0.386823,9,0.514529,8.886230874,28,0.423116,29,0.627772,28.3756743,20,19.48944343
41,0.025,8,0.349602,9,0.525173,8.856622107,27,0.445128,28,0.615979,27.32116874,19,18.46454663
42,0.025,8,0.471898,9,0.68,8.135039548,26,0.389899,27,0.574416,26.59669841,18,18.46165886
43,0.025,8,0.45166,9,0.600101,8.325651269,25,0.327228,26,0.500982,25.99434833,17,17.66869706
44,0.025,8,0.365628,9,0.530715,8.813946586,25,0.390725,26,0.538889,25.73752733,17,16.92358075
45,0.025,8,0.432186,9,0.596191,8.413487394,25,0.34797,26,0.523836,25.86446499,17,17.4509776
46,0.025,8,0.440937,9,0.615423,8.338497071,23,0.331653,24,0.51746,23.90603153,15,15.56753446
47,0.025,8,0.41499,9,0.579179,8.517756975,26,0.412308,27,0.598985,26.46975257,18,17.95199559
48,0.025,8,0.401811,9,0.545146,8.685031569,27,0.494955,28,0.666667,27.02938059,19,18.34434902
49,0.025,8,0.405485,9,0.625618,8.429354072,24,0.345624,25,0.525946,24.85611295,16,16.42675888
50,0.025,8,0.342746,9,0.527992,8.848892824,24,0.43159,25,0.588832,24.43506188,16,15.58616906
51,0.025,8,0.345215,9,0.504249,8.973282443,27,0.382199,28,0.564533,27.64607259,19,18.67279015
52,0.025,8,0.449341,9,0.61477,8.306228049,26,0.378092,27,0.531959,26.79229464,18,18.48606659
53,0.025,8,0.448189,9,0.629235,8.286175889,25,0.437198,26,0.597235,25.39242175,17,17.10624586
54,0.025,8,0.463265,9,0.660066,8.186660637,26,0.42487,27,0.583832,26.47262868,18,18.28596804
55,0.025,8,0.434137,9,0.57677,8.46176551,23,0.379293,24,0.563197,23.65635875,15,15.19459324
56,0.025,8,0.399687,9,0.568044,8.595835041,27,0.489625,28,0.662835,27.05989839,19,18.46406335
57,0.025,8,0.42598,9,0.582834,8.471903809,22,0.284855,23,0.509415,22.95807357,14,14.48616976
